id_uni,nomb_uni,id_est-2,nom_est
562,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA DEL MUNICIPIO GARCIA DE HEVIA, LA FRÍA,20,Táchira
568,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",20,Táchira
723,INSTITUTO UNIVERSITARIO MILITAR DE LA GUARDIA NACIONAL CORONEL (F) ANICETO CUBILLÁN JAIMES,20,Táchira
724,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,20,Táchira
725,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA AGROINDUSTRIAL REGIÓN LOS ANDES,20,Táchira
727,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,20,Táchira
722,INSTITUTO UNIVERSITARIO DE LA FRONTERA,20,Táchira
726,INSTITUTO UNIVERSITARIO DE LA FRONTERA,20,Táchira
244,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,20,Táchira
36,UNIVERSIDAD NACIONAL ABIERTA,21,La Guaira
61,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,21,La Guaira
75,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,21,La Guaira
287,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN BOLÍVAR,21,La Guaira
370,UNIVERSIDAD NACIONAL EXPERIMENTAL MARÍTIMA DEL CARIBE,21,La Guaira
385,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN BOLÍVAR,21,La Guaira
387,UNIVERSIDAD NACIONAL EXPERIMENTAL MARÍTIMA DEL CARIBE,21,La Guaira
443,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN BOLÍVAR,21,La Guaira
457,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,21,La Guaira
478,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",21,La Guaira
534,INSTITUTO UNIVERSITARIO MILITAR ESCUELA DE SUB-OFICIALES DE LA ARMADA,21,La Guaira
557,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,21,La Guaira
576,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",21,La Guaira
681,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LA GRAN CARACAS,21,La Guaira
195,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,21,La Guaira
6,UNIVERSIDAD DE LOS ANDES,21,Trujillo
31,UNIVERSIDAD NACIONAL ABIERTA,21,Trujillo
59,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,21,Trujillo
96,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",21,Trujillo
177,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DR. JOSÉ GREGORIO HERNÁNDEZ,21,Trujillo
206,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA MARIO BRICEÑO IRAGORRY,21,Trujillo
176,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL MAR,21,Trujillo
284,UNIVERSIDAD VALLE DEL MOMBOY,21,Trujillo
322,UNIVERSIDAD DE LOS ANDES,21,Trujillo
323,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,21,Trujillo
376,UNIVERSIDAD DE LOS ANDES,21,Trujillo
423,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",21,Trujillo
427,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",21,Trujillo
484,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",21,Trujillo
567,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",21,Trujillo
728,UNIVERSIDAD NACIONAL ABIERTA,21,Trujillo
730,UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO MARIO BRICEÑO IRAGORRY,21,Trujillo
729,INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,21,Trujillo
194,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,21,Trujillo
32,UNIVERSIDAD NACIONAL ABIERTA,22,Yaracuy
60,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,22,Yaracuy
67,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,22,Yaracuy
80,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL YARACUY,22,Yaracuy
89,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",22,Yaracuy
128,INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,22,Yaracuy
111,COLEGIO UNIVERSITARIO DE ADMINISTRACIÓN Y MERCADEO,22,Yaracuy
164,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,22,Yaracuy
316,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL YARACUY,22,Yaracuy
436,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",22,Yaracuy
444,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,22,Yaracuy
462,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),22,Yaracuy
464,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,Yaracuy
488,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",22,Yaracuy
566,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",22,Yaracuy
731,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,Yaracuy
732,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,22,Yaracuy
734,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,Yaracuy
735,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,22,Yaracuy
736,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,Yaracuy
737,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,Yaracuy
733,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,22,Yaracuy
233,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,22,Yaracuy
8,UNIVERSIDAD DEL ZULIA,23,Zulia
33,UNIVERSIDAD NACIONAL ABIERTA,23,Zulia
81,UNIVERSIDAD NACIONAL EXPERIMENTAL RAFAEL MARÍA BARALT,23,Zulia
82,UNIVERSIDAD NACIONAL EXPERIMENTAL SUR DEL LAGO JESÚS MARÍA SEMPRUM,23,Zulia
87,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE MARACAIBO,23,Zulia
100,UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,23,Zulia
116,COLEGIO UNIVERSITARIO DR. RAFAEL BELLOSO CHACÍN,23,Zulia
126,COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,23,Zulia
135,INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,23,Zulia
222,INSTITUTO UNIVERSITARIO JESÚS ENRIQUE LOSSADA,23,Zulia
165,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,23,Zulia
211,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,23,Zulia
184,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL,23,Zulia
212,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,23,Zulia
247,INSTITUTO UNIVERSITARIO SAN FRANCISCO,23,Zulia
256,UNIVERSIDAD EXPERIMENTAL PRIVADA CECILIO ACOSTA,23,Zulia
264,UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,23,Zulia
267,UNIVERSIDAD PRIVADA ALONSO DE OJEDA,23,Zulia
270,UNIVERSIDAD PRIVADA DR. RAFAEL BELLOSO CHACÍN,23,Zulia
278,UNIVERSIDAD RAFAEL URDANETA,23,Zulia
317,UNIVERSIDAD DEL ZULIA,23,Zulia
318,UNIVERSIDAD NACIONAL EXPERIMENTAL RAFAEL MARÍA BARALT,23,Zulia
319,UNIVERSIDAD NACIONAL EXPERIMENTAL SUR DEL LAGO JESÚS MARÍA SEMPRUM,23,Zulia
358,UNIVERSIDAD NACIONAL EXPERIMENTAL RAFAEL MARÍA BARALT,23,Zulia
373,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,23,Zulia
395,UNIVERSIDAD NACIONAL EXPERIMENTAL SUR DEL LAGO JESÚS MARÍA SEMPRUM,23,Zulia
406,UNIVERSIDAD NACIONAL EXPERIMENTAL RAFAEL MARÍA BARALT,23,Zulia
407,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,23,Zulia
410,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,23,Zulia
413,UNIVERSIDAD NACIONAL EXPERIMENTAL SUR DEL LAGO JESÚS MARÍA SEMPRUM,23,Zulia
429,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE MARACAIBO,23,Zulia
439,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,23,Zulia
476,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",23,Zulia
543,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE MARACAIBO,23,Zulia
544,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CABIMAS,23,Zulia
565,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",23,Zulia
548,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,23,Zulia
738,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CABIMAS,23,Zulia
739,UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,23,Zulia
740,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE MARACAIBO,23,Zulia
743,UNIVERSIDAD NACIONAL ABIERTA,23,Zulia
748,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE MARACAIBO,23,Zulia
749,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE MARACAIBO,23,Zulia
746,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,23,Zulia
742,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,23,Zulia
744,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,23,Zulia
745,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA PEDRO EMILIO COLL,23,Zulia
741,COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,23,Zulia
752,INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,23,Zulia
747,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA READIC,23,Zulia
202,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,23,Zulia
751,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,23,Zulia
234,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,23,Zulia
750,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,23,Zulia
245,INSTITUTO UNIVERSITARIO POLITÉCNICO SANTIAGO MARIÑO,23,Zulia
